63.0,1.2046e-03,7.6743e-06,7.6743e-03,1.6114e-05,8.9029e-03,125.780
64.0,1.1589e-03,7.3835e-06,7.3835e-03,1.5504e-05,8.5656e-03,126.840
65.0,1.1133e-03,7.0928e-06,7.0928e-03,1.4893e-05,8.2282e-03,127.900
66.0,1.0676e-03,6.8020e-06,6.8020e-03,1.4283e-05,7.8909e-03,128.960
67.0,1.0220e-03,6.5112e-06,6.5112e-03,1.3672e-05,7.5536e-03,130.020
68.0,9.7635e-04,6.2204e-06,6.2204e-03,1.3061e-05,7.2162e-03,131.080
69.0,9.3071e-04,5.9296e-06,5.9296e-03,1.2451e-05,6.8788e-03,132.140
70.0,8.8506e-04,5.6388e-06,5.6388e-03,1.1840e-05,6.5415e-03,133.200
71.0,8.3942e-04,5.3480e-06,5.3480e-03,1.1230e-05,6.2042e-03,134.260
72.0,7.9378e-04,5.0572e-06,5.0572e-03,1.0619e-05,5.8668e-03,135.320
73.0,7.4813e-04,4.7664e-06,4.7664e-03,1.0008e-05,5.5294e-03,136.380
74.0,7.0249e-04,4.4756e-06,4.4756e-03,9.3977e-06,5.1921e-03,137.440
75.0,6.5685e-04,4.1848e-06,4.1848e-03,8.7871e-06,4.8547e-03,138.500
76.0,6.1120e-04,3.8940e-06,3.8940e-03,8.1765e-06,4.5174e-03,139.560
77.0,5.6556e-04,3.6032e-06,3.6032e-03,7.5659e-06,4.1800e-03,140.620
78.0,5.1992e-04,3.3124e-06,3.3124e-03,6.9553e-06,3.8427e-03,141.680
79.0,4.7427e-04,3.0216e-06,3.0216e-03,6.3447e-06,3.5053e-03,142.740
80.0,4.2863e-04,2.7308e-06,2.7308e-03,5.7341e-06,3.1680e-03,143.800
81.0,4.1573e-04,2.6486e-06,2.6486e-03,5.5615e-06,3.0726e-03,144.515
82.0,4.0283e-04,2.5664e-06,2.5664e-03,5.3889e-06,2.9773e-03,145.230
83.0,3.8993e-04,2.4842e-06,2.4842e-03,5.2163e-06,2.8819e-03,145.945
84.0,3.7703e-04,2.4020e-06,2.4020e-03,5.0437e-06,2.7866e-03,146.660
85.0,3.6413e-04,2.3199e-06,2.3199e-03,4.8712e-06,2.6913e-03,147.375
86.0,3.5123e-04,2.2377e-06,2.2377e-03,4.6986e-06,2.5959e-03,148.090
87.0,3.3832e-04,2.1555e-06,2.1555e-03,4.5260e-06,2.5005e-03,148.805
88.0,3.2542e-04,2.0733e-06,2.0733e-03,4.3534e-06,2.4052e-03,149.520
89.0,3.1252e-04,1.9911e-06,1.9911e-03,4.1808e-06,2.3099e-03,150.235
90.0,2.9962e-04,1.9089e-06,1.9089e-03,4.0082e-06,2.2145e-03,150.950
91.0,2.8672e-04,1.8267e-06,1.8267e-03,3.8357e-06,2.1192e-03,151.665
92.0,2.7382e-04,1.7445e-06,1.7445e-03,3.6631e-06,2.0238e-03,152.380
93.0,2.6092e-04,1.6623e-06,1.6623e-03,3.4905e-06,1.9284e-03,153.095
94.0,2.4802e-04,1.5801e-06,1.5801e-03,3.3179e-06,1.8331e-03,153.810
95.0,2.3512e-04,1.4979e-06,1.4979e-03,3.1453e-06,1.7377e-03,154.525
96.0,2.2222e-04,1.4157e-06,1.4157e-03,2.9727e-06,1.6424e-03,155.240
97.0,2.0932e-04,1.3336e-06,1.3336e-03,2.8002e-06,1.5471e-03,155.955
98.0,1.9642e-04,1.2514e-06,1.2514e-03,2.6276e-06,1.4517e-03,156.670
99.0,1.8351e-04,1.1692e-06,1.1692e-03,2.4550e-06,1.3564e-03,157.385
100.0,1.7061e-04,1.0870e-06,1.0870e-03,2.2824e-06,1.2610e-03,158.100
101.0,1.6595e-04,1.0572e-06,1.0572e-03,2.2200e-06,1.2265e-03,157.685
102.0,1.6128e-04,1.0275e-06,1.0275e-03,2.1575e-06,1.1920e-03,157.270
103.0,1.5661e-04,9.9778e-07,9.9777e-04,2.0950e-06,1.1575e-03,156.855
104.0,1.5194e-04,9.6805e-07,9.6803e-04,2.0325e-06,1.1230e-03,156.440
105.0,1.4727e-04,9.3831e-07,9.3829e-04,1.9700e-06,1.0885e-03,156.025
106.0,1.4260e-04,9.0858e-07,9.0855e-04,1.9075e-06,1.0540e-03,155.610
107.0,1.3793e-04,8.7885e-07,8.7882e-04,1.8451e-06,1.0195e-03,155.195
108.0,1.3326e-04,8.4911e-07,8.4908e-04,1.7826e-06,9.8500e-04,154.780
109.0,1.2860e-04,8.1938e-07,8.1934e-04,1.7201e-06,9.5050e-04,154.365
110.0,1.2393e-04,7.8964e-07,7.8960e-04,1.6576e-06,9.1600e-04,153.950
111.0,1.1926e-04,7.5991e-07,7.5986e-04,1.5952e-06,8.8150e-04,153.535
112.0,1.1459e-04,7.3017e-07,7.3012e-04,1.5327e-06,8.4700e-04,153.120
113.0,1.0992e-04,7.0043e-07,7.0038e-04,1.4702e-06,8.1250e-04,152.705
114.0,1.0525e-04,6.7070e-07,6.7065e-04,1.4078e-06,7.7800e-04,152.290
115.0,1.0059e-04,6.4096e-07,6.4091e-04,1.3453e-06,7.4350e-04,151.875
116.0,9.5917e-05,6.1122e-07,6.1117e-04,1.2829e-06,7.0900e-04,151.460
117.0,9.1249e-05,5.8148e-07,5.8143e-04,1.2204e-06,6.7450e-04,151.045
118.0,8.6581e-05,5.5174e-07,5.5169e-04,1.1580e-06,6.4000e-04,150.630
119.0,8.1913e-05,5.2201e-07,5.2195e-04,1.0955e-06,6.0550e-04,150.215
120.0,7.7245e-05,4.9227e-07,4.9221e-04,1.0331e-06,5.7100e-04,149.800
121.0,7.4955e-05,4.7768e-07,4.7762e-04,1.0024e-06,5.5408e-04,150.335
122.0,7.2665e-05,4.6309e-07,4.6303e-04,9.7179e-07,5.3715e-04,150.870
123.0,7.0375e-05,4.4850e-07,4.4845e-04,9.4115e-07,5.2023e-04,151.405
124.0,6.8085e-05,4.3391e-07,4.3386e-04,9.1051e-07,5.0330e-04,151.940
125.0,6.5795e-05,4.1933e-07,4.1927e-04,8.7987e-07,4.8638e-04,152.475
126.0,6.3505e-05,4.0474e-07,4.0468e-04,8.4924e-07,4.6945e-04,153.010
127.0,6.1215e-05,3.9015e-07,3.9009e-04,8.1860e-07,4.5253e-04,153.545
128.0,5.8925e-05,3.7556e-07,3.7550e-04,7.8797e-07,4.3560e-04,154.080
129.0,5.6635e-05,3.6097e-07,3.6091e-04,7.5733e-07,4.1868e-04,154.615
130.0,5.4345e-05,3.4638e-07,3.4632e-04,7.2670e-07,4.0175e-04,155.150
131.0,5.2055e-05,3.3179e-07,3.3173e-04,6.9607e-07,3.8482e-04,155.685
132.0,4.9765e-05,3.1720e-07,3.1714e-04,6.6544e-07,3.6790e-04,156.220
133.0,4.7476e-05,3.0261e-07,3.0255e-04,6.3482e-07,3.5098e-04,156.755
134.0,4.5186e-05,2.8802e-07,2.8796e-04,6.0419e-07,3.3405e-04,157.290
135.0,4.2896e-05,2.7343e-07,2.7337e-04,5.7357e-07,3.1713e-04,157.825
136.0,4.0607e-05,2.5884e-07,2.5878e-04,5.4294e-07,3.0020e-04,158.360
137.0,3.8317e-05,2.4424e-07,2.4419e-04,5.1232e-07,2.8328e-04,158.895
138.0,3.6027e-05,2.2965e-07,2.2960e-04,4.8170e-07,2.6635e-04,159.430
139.0,3.3738e-05,2.1506e-07,2.1501e-04,4.5108e-07,2.4943e-04,159.965
140.0,3.1448e-05,2.0047e-07,2.0042e-04,4.2046e-07,2.3250e-04,160.500
141.0,3.0565e-05,1.9484e-07,1.9480e-04,4.0865e-07,2.2598e-04,160.905
142.0,2.9683e-05,1.8922e-07,1.8917e-04,3.9685e-07,2.1945e-04,161.310
143.0,2.8800e-05,1.8359e-07,1.8355e-04,3.8504e-07,2.1293e-04,161.715
144.0,2.7917e-05,1.7797e-07,1.7793e-04,3.7323e-07,2.0640e-04,162.120
145.0,2.7034e-05,1.7234e-07,1.7230e-04,3.6142e-07,1.9988e-04,162.525
146.0,2.6152e-05,1.6672e-07,1.6668e-04,3.4962e-07,1.9335e-04,162.930
147.0,2.5269e-05,1.6109e-07,1.6105e-04,3.3781e-07,1.8683e-04,163.335
148.0,2.4386e-05,1.5547e-07,1.5543e-04,3.2600e-07,1.8030e-04,163.740
149.0,2.3503e-05,1.4984e-07,1.4980e-04,3.1420e-07,1.7378e-04,164.145
150.0,2.2621e-05,1.4422e-07,1.4418e-04,3.0240e-07,1.6725e-04,164.550
151.0,2.1738e-05,1.3859e-07,1.3855e-04,2.9059e-07,1.6073e-04,164.955
152.0,2.0855e-05,1.3297e-07,1.3293e-04,2.7879e-07,1.5420e-04,165.360
153.0,1.9973e-05,1.2734e-07,1.2730e-04,2.6698e-07,1.4767e-04,165.765
154.0,1.9090e-05,1.2172e-07,1.2168e-04,2.5518e-07,1.4115e-04,166.170
155.0,1.8207e-05,1.1609e-07,1.1605e-04,2.4338e-07,1.3462e-04,166.575
156.0,1.7325e-05,1.1046e-07,1.1043e-04,2.3158e-07,1.2810e-04,166.980
157.0,1.6442e-05,1.0484e-07,1.0480e-04,2.1978e-07,1.2158e-04,167.385
158.0,1.5560e-05,9.9212e-08,9.9180e-05,2.0798e-07,1.1505e-04,167.790
159.0,1.4677e-05,9.3586e-08,9.3555e-05,1.9618e-07,1.0852e-04,168.195
160.0,1.3795e-05,8.7960e-08,8.7930e-05,1.8438e-07,1.0200e-04,168.600
161.0,1.3442e-05,8.5712e-08,8.5682e-05,1.7966e-07,9.9392e-05,168.040
162.0,1.3089e-05,8.3463e-08,8.3434e-05,1.7494e-07,9.6784e-05,167.480
163.0,1.2736e-05,8.1215e-08,8.1186e-05,1.7023e-07,9.4176e-05,166.920
164.0,1.2383e-05,7.8966e-08,7.8937e-05,1.6551e-07,9.1568e-05,166.360
165.0,1.2031e-05,7.6718e-08,7.6689e-05,1.6079e-07,8.8960e-05,165.800
166.0,1.1678e-05,7.4469e-08,7.4441e-05,1.5607e-07,8.6352e-05,165.240
167.0,1.1325e-05,7.2220e-08,7.2193e-05,1.5136e-07,8.3744e-05,164.680
168.0,1.0972e-05,6.9972e-08,6.9945e-05,1.4664e-07,8.1136e-05,164.120
169.0,1.0620e-05,6.7723e-08,6.7696e-05,1.4192e-07,7.8528e-05,163.560
170.0,1.0267e-05,6.5474e-08,6.5448e-05,1.3721e-07,7.5920e-05,163.000
171.0,9.9140e-06,6.3226e-08,6.3200e-05,1.3249e-07,7.3312e-05,162.440
172.0,9.5612e-06,6.0977e-08,6.0952e-05,1.2777e-07,7.0704e-05,161.880
173.0,9.2085e-06,5.8728e-08,5.8704e-05,1.2306e-07,6.8096e-05,161.320
174.0,8.8557e-06,5.6479e-08,5.6455e-05,1.1834e-07,6.5488e-05,160.760
175.0,8.5030e-06,5.4230e-08,5.4207e-05,1.1363e-07,6.2880e-05,160.200
176.0,8.1503e-06,5.1982e-08,5.1959e-05,1.0891e-07,6.0272e-05,159.640
177.0,7.7976e-06,4.9733e-08,4.9711e-05,1.0420e-07,5.7664e-05,159.080
178.0,7.4448e-06,4.7484e-08,4.7463e-05,9.9482e-08,5.5056e-05,158.520
179.0,7.0921e-06,4.5235e-08,4.5214e-05,9.4767e-08,5.2448e-05,157.960
180.0,6.7394e-06,4.2986e-08,4.2966e-05,9.0053e-08,4.9840e-05,157.400
181.0,6.5515e-06,4.1788e-08,4.1769e-05,8.7541e-08,4.8451e-05,157.440
182.0,6.3637e-06,4.0590e-08,4.0571e-05,8.5030e-08,4.7062e-05,157.480
183.0,6.1758e-06,3.9393e-08,3.9374e-05,8.2518e-08,4.5673e-05,157.520
184.0,5.9880e-06,3.8195e-08,3.8176e-05,8.0007e-08,4.4284e-05,157.560
185.0,5.8001e-06,3.6997e-08,3.6979e-05,7.7496e-08,4.2895e-05,157.600
186.0,5.6122e-06,3.5799e-08,3.5782e-05,7.4985e-08,4.1506e-05,157.640
187.0,5.4244e-06,3.4602e-08,3.4584e-05,7.2474e-08,4.0117e-05,157.680
188.0,5.2365e-06,3.3404e-08,3.3387e-05,6.9963e-08,3.8728e-05,157.720
189.0,5.0487e-06,3.2206e-08,3.2190e-05,6.7452e-08,3.7339e-05,157.760
190.0,4.8608e-06,3.1008e-08,3.0992e-05,6.4942e-08,3.5950e-05,157.800
191.0,4.6730e-06,2.9810e-08,2.9795e-05,6.2431e-08,3.4561e-05,157.840
192.0,4.4852e-06,2.8612e-08,2.8597e-05,5.9921e-08,3.3172e-05,157.880
193.0,4.2973e-06,2.7414e-08,2.7400e-05,5.7410e-08,3.1783e-05,157.920
194.0,4.1095e-06,2.6217e-08,2.6202e-05,5.4900e-08,3.0394e-05,157.960
195.0,3.9217e-06,2.5019e-08,2.5005e-05,5.2390e-08,2.9005e-05,158.000
196.0,3.7338e-06,2.3821e-08,2.3808e-05,4.9880e-08,2.7616e-05,158.040
197.0,3.5460e-06,2.2623e-08,2.2610e-05,4.7370e-08,2.6227e-05,158.080
198.0,3.3582e-06,2.1425e-08,2.1413e-05,4.4860e-08,2.4838e-05,158.120
199.0,3.1704e-06,2.0227e-08,2.0215e-05,4.2351e-08,2.3449e-05,158.160
200.0,2.9825e-06,1.9029e-08,1.9018e-05,3.9841e-08,2.2060e-05,158.200
201.0,2.9002e-06,1.8504e-08,1.8493e-05,3.8740e-08,2.1451e-05,158.150
202.0,2.8168e-06,1.7985e-08,1.7969e-05,3.7589e-08,2.0842e-05,158.100
203.0,2.7334e-06,1.7467e-08,1.7445e-05,3.6441e-08,2.0233e-05,158.050
204.0,2.6502e-06,1.6948e-08,1.6921e-05,3.5295e-08,1.9624e-05,158.000
205.0,2.5670e-06,1.6429e-08,1.6396e-05,3.4153e-08,1.9014e-05,157.950
206.0,2.4838e-06,1.5909e-08,1.5872e-05,3.3013e-08,1.8405e-05,157.900
207.0,2.4008e-06,1.5389e-08,1.5348e-05,3.1877e-08,1.7796e-05,157.850
208.0,2.3177e-06,1.4868e-08,1.4823e-05,3.0743e-08,1.7187e-05,157.800
209.0,2.2348e-06,1.4347e-08,1.4299e-05,2.9613e-08,1.6578e-05,157.750
210.0,2.1519e-06,1.3826e-08,1.3774e-05,2.8486e-08,1.5969e-05,157.700
211.0,2.0690e-06,1.3304e-08,1.3250e-05,2.7361e-08,1.5360e-05,157.650
212.0,1.9862e-06,1.2781e-08,1.2725e-05,2.6240e-08,1.4751e-05,157.600
213.0,1.9035e-06,1.2259e-08,1.2200e-05,2.5122e-08,1.4142e-05,157.550
214.0,1.8209e-06,1.1735e-08,1.1676e-05,2.4006e-08,1.3533e-05,157.500
215.0,1.7383e-06,1.1212e-08,1.1151e-05,2.2894e-08,1.2923e-05,157.450
216.0,1.6557e-06,1.0688e-08,1.0626e-05,2.1784e-08,1.2314e-05,157.400
217.0,1.5732e-06,1.0163e-08,1.0101e-05,2.0678e-08,1.1705e-05,157.350
218.0,1.4908e-06,9.6381e-09,9.5758e-06,1.9575e-08,1.1096e-05,157.300
219.0,1.4085e-06,9.1128e-09,9.0507e-06,1.8474e-08,1.0487e-05,157.250
220.0,1.3262e-06,8.5870e-09,8.5255e-06,1.7377e-08,9.8780e-06,157.200
221.0,1.2890e-06,8.3530e-09,8.2903e-06,1.6873e-08,9.6049e-06,157.125
222.0,1.2519e-06,8.1188e-09,8.0551e-06,1.6370e-08,9.3318e-06,157.050
223.0,1.2148e-06,7.8844e-09,7.8198e-06,1.5869e-08,9.0587e-06,156.975
224.0,1.1778e-06,7.6498e-09,7.5845e-06,1.5369e-08,8.7856e-06,156.900
225.0,1.1407e-06,7.4150e-09,7.3492e-06,1.4870e-08,8.5125e-06,156.825
226.0,1.1037e-06,7.1800e-09,7.1138e-06,1.4373e-08,8.2394e-06,156.750
227.0,1.0667e-06,6.9448e-09,6.8785e-06,1.3877e-08,7.9663e-06,156.675
228.0,1.0298e-06,6.7095e-09,6.6430e-06,1.3382e-08,7.6932e-06,156.600
229.0,9.9287e-07,6.4739e-09,6.4076e-06,1.2889e-08,7.4201e-06,156.525
230.0,9.5597e-07,6.2381e-09,6.1721e-06,1.2397e-08,7.1470e-06,156.450
231.0,9.1910e-07,6.0022e-09,5.9366e-06,1.1906e-08,6.8739e-06,156.375
232.0,8.8226e-07,5.7661e-09,5.7011e-06,1.1417e-08,6.6008e-06,156.300
233.0,8.4544e-07,5.5297e-09,5.4656e-06,1.0929e-08,6.3277e-06,156.225
234.0,8.0865e-07,5.2932e-09,5.2300e-06,1.0442e-08,6.0546e-06,156.150
235.0,7.7189e-07,5.0565e-09,4.9944e-06,9.9568e-09,5.7815e-06,156.075
236.0,7.3515e-07,4.8196e-09,4.7588e-06,9.4729e-09,5.5084e-06,156.000
237.0,6.9845e-07,4.5825e-09,4.5231e-06,8.9903e-09,5.2353e-06,155.925
238.0,6.6176e-07,4.3452e-09,4.2874e-06,8.5091e-09,4.9622e-06,155.850
239.0,6.2511e-07,4.1077e-09,4.0517e-06,8.0292e-09,4.6891e-06,155.775
240.0,5.8848e-07,3.8700e-09,3.8159e-06,7.5507e-09,4.4160e-06,155.700
241.0,5.7225e-07,3.7662e-09,3.7123e-06,7.3346e-09,4.2958e-06,155.465
242.0,5.5603e-07,3.6623e-09,3.6086e-06,7.1191e-09,4.1756e-06,155.230
243.0,5.3982e-07,3.5583e-09,3.5050e-06,6.9042e-09,4.0554e-06,154.995
244.0,5.2363e-07,3.4542e-09,3.4013e-06,6.6898e-09,3.9352e-06,154.760
245.0,5.0745e-07,3.3501e-09,3.2976e-06,6.4761e-09,3.8150e-06,154.525
246.0,4.9127e-07,3.2458e-09,3.1939e-06,6.2629e-09,3.6948e-06,154.290
247.0,4.7511e-07,3.1415e-09,3.0902e-06,6.0504e-09,3.5746e-06,154.055
248.0,4.5897e-07,3.0371e-09,2.9864e-06,5.8384e-09,3.4544e-06,153.820
249.0,4.4283e-07,2.9326e-09,2.8827e-06,5.6270e-09,3.3342e-06,153.585
250.0,4.2671e-07,2.8280e-09,2.7789e-06,5.4162e-09,3.2140e-06,153.350
251.0,4.1059e-07,2.7233e-09,2.6752e-06,5.2061e-09,3.0938e-06,153.115
252.0,3.9449e-07,2.6185e-09,2.5714e-06,4.9965e-09,2.9736e-06,152.880
253.0,3.7841e-07,2.5137e-09,2.4676e-06,4.7875e-09,2.8534e-06,152.645
254.0,3.6233e-07,2.4088e-09,2.3638e-06,4.5791e-09,2.7332e-06,152.410
255.0,3.4626e-07,2.3038e-09,2.2600e-06,4.3712e-09,2.6130e-06,152.175
256.0,3.3021e-07,2.1987e-09,2.1561e-06,4.1640e-09,2.4928e-06,151.940
257.0,3.1417e-07,2.0935e-09,2.0523e-06,3.9574e-09,2.3726e-06,151.705
258.0,2.9814e-07,1.9882e-09,1.9484e-06,3.7513e-09,2.2524e-06,151.470
259.0,2.8213e-07,1.8829e-09,1.8446e-06,3.5459e-09,2.1322e-06,151.235
260.0,2.6612e-07,1.7774e-09,1.7407e-06,3.3410e-09,2.0120e-06,151.000
261.0,2.5848e-07,1.7277e-09,1.6914e-06,3.2415e-09,1.9550e-06,151.090
262.0,2.5085e-07,1.6780e-09,1.6422e-06,3.1423e-09,1.8979e-06,151.180
263.0,2.4322e-07,1.6282e-09,1.5929e-06,3.0433e-09,1.8409e-06,151.270
264.0,2.3559e-07,1.5784e-09,1.5437e-06,2.9446e-09,1.7839e-06,151.360
265.0,2.2797e-07,1.5286e-09,1.4944e-06,2.8462e-09,1.7268e-06,151.450
266.0,2.2036e-07,1.4787e-09,1.4451e-06,2.7481e-09,1.6698e-06,151.540
267.0,2.1275e-07,1.4287e-09,1.3959e-06,2.6502e-09,1.6128e-06,151.630
268.0,2.0515e-07,1.3787e-09,1.3466e-06,2.5527e-09,1.5557e-06,151.720
269.0,1.9756e-07,1.3287e-09,1.2973e-06,2.4554e-09,1.4987e-06,151.810
270.0,1.8997e-07,1.2787e-09,1.2480e-06,2.3584e-09,1.4416e-06,151.900
271.0,1.8238e-07,1.2286e-09,1.1987e-06,2.2617e-09,1.3846e-06,151.990
272.0,1.7480e-07,1.1784e-09,1.1494e-06,2.1652e-09,1.3276e-06,152.080
273.0,1.6723e-07,1.1283e-09,1.1001e-06,2.0691e-09,1.2705e-06,152.170
274.0,1.5966e-07,1.0780e-09,1.0507e-06,1.9732e-09,1.2135e-06,152.260
275.0,1.5210e-07,1.0278e-09,1.0014e-06,1.8776e-09,1.1565e-06,152.350
276.0,1.4455e-07,9.7747e-10,9.5209e-07,1.7823e-09,1.0994e-06,152.440
277.0,1.3700e-07,9.2713e-10,9.0275e-07,1.6873e-09,1.0424e-06,152.530
278.0,1.2945e-07,8.7675e-10,8.5341e-07,1.5925e-09,9.8537e-07,152.620
279.0,1.2191e-07,8.2633e-10,8.0406e-07,1.4981e-09,9.2833e-07,152.710
280.0,1.1438e-07,7.7587e-10,7.5471e-07,1.4039e-09,8.7130e-07,152.800
281.0,1.1086e-07,7.5259e-10,7.3181e-07,1.3591e-09,8.4482e-07,154.040
282.0,1.0735e-07,7.2929e-10,7.0892e-07,1.3145e-09,8.1834e-07,155.280
283.0,1.0383e-07,7.0597e-10,6.8602e-07,1.2700e-09,7.9186e-07,156.520
284.0,1.0032e-07,6.8263e-10,6.6312e-07,1.2257e-09,7.6538e-07,157.760
285.0,9.6814e-08,6.5928e-10,6.4021e-07,1.1814e-09,7.3890e-07,159.000
286.0,9.3309e-08,6.3590e-10,6.1731e-07,1.1373e-09,7.1242e-07,160.240
287.0,8.9807e-08,6.1251e-10,5.9440e-07,1.0934e-09,6.8594e-07,161.480
288.0,8.6307e-08,5.8910e-10,5.7149e-07,1.0495e-09,6.5946e-07,162.720
289.0,8.2810e-08,5.6566e-10,5.4857e-07,1.0058e-09,6.3298e-07,163.960
290.0,7.9316e-08,5.4221e-10,5.2565e-07,9.6227e-10,6.0650e-07,165.200
